5120 5120
1598 1598 140.0
1599 1599 863.0
1600 1600 422.0
1601 1601 335.0
1602 1602 903.0
1603 1603 928.0
1604 1604 816.0
1605 1605 861.0
1606 1606 495.0
1607 1607 855.0
1608 1608 624.0
1609 1609 469.0
1610 1610 653.0
1611 1611 354.0
1612 1612 547.0
1613 1613 394.0
1614 1614 727.0
1615 1615 37.0
1616 1616 443.0
1617 1617 298.0
1618 1618 848.0
1619 1619 621.0
1620 1620 852.0
1621 1621 450.0
1622 1622 872.0
1623 1623 189.0
1624 1624 174.0
1625 1625 360.0
1626 1626 887.0
1627 1627 718.0
1628 1628 939.0
1629 1629 379.0
1630 1630 933.0
1631 1631 713.0
1632 1632 66.0
1633 1633 836.0
1634 1634 642.0
1635 1635 882.0
1636 1636 697.0
1637 1637 489.0
1638 1638 738.0
1639 1639 673.0
1640 1640 311.0
1641 1641 391.0
1642 1642 379.0
1643 1643 858.0
1644 1644 137.0
1645 1645 459.0
1646 1646 247.0
1647 1647 580.0
1648 1648 757.0
1649 1649 96.0
1650 1650 201.0
1651 1651 961.0
1652 1652 546.0
1653 1653 426.0
1654 1654 150.0
1655 1655 73.0
1656 1656 786.0
1657 1657 389.0
1658 1658 791.0
1659 1659 725.0
1660 1660 120.0
1661 1661 724.0
1662 1662 439.0
1663 1663 187.0
1664 1664 912.0
1665 1665 433.0
1666 1666 69.0
1667 1667 609.0
1668 1668 922.0
1669 1669 807.0
1670 1670 634.0
1671 1671 233.0
1672 1672 550.0
1673 1673 14.0
1674 1674 443.0
1675 1675 687.0
1676 1676 473.0
1677 1677 43.0
1678 1678 620.0
1679 1679 582.0
1680 1680 139.0
1681 1681 173.0
1682 1682 543.0
1683 1683 37.0
1684 1684 599.0
1685 1685 46.0
1686 1686 110.0
1687 1687 386.0
1688 1688 787.0
1689 1689 253.0
1690 1690 463.0
1691 1691 908.0
1692 1692 329.0
1693 1693 254.0
1694 1694 95.0
1695 1695 241.0
1696 1696 687.0
1697 1697 516.0
1698 1698 202.0
1699 1699 962.0
1700 1700 676.0
1701 1701 189.0
1702 1702 547.0
1703 1703 226.0
1704 1704 203.0
1705 1705 991.0
1706 1706 266.0
1707 1707 28.0
1708 1708 34.0
1709 1709 886.0
1710 1710 962.0
1711 1711 525.0
1712 1712 411.0
1713 1713 505.0
1714 1714 914.0
1715 1715 11.0
1716 1716 903.0
1717 1717 377.0
1718 1718 397.0
1719 1719 691.0
1720 1720 982.0
1721 1721 212.0
1722 1722 951.0
1723 1723 312.0
1724 1724 467.0
1725 1725 398.0
1726 1726 905.0
1727 1727 154.0
1728 1728 914.0
1729 1729 460.0
1730 1730 468.0
1731 1731 590.0
1732 1732 649.0
1733 1733 16.0
1734 1734 169.0
1735 1735 204.0
1736 1736 359.0
1737 1737 787.0
1738 1738 232.0
1739 1739 393.0
1740 1740 25.0
1741 1741 194.0
1742 1742 270.0
1743 1743 436.0
1744 1744 51.0
1745 1745 184.0
1746 1746 447.0
1747 1747 307.0
1748 1748 913.0
1749 1749 196.0
1750 1750 350.0
1751 1751 896.0
1752 1752 409.0
1753 1753 301.0
1754 1754 560.0
1755 1755 876.0
1756 1756 51.0
1757 1757 465.0
1758 1758 382.0
1759 1759 965.0
1760 1760 925.0
1761 1761 851.0
1762 1762 908.0
1763 1763 926.0
1764 1764 867.0
1765 1765 429.0
1766 1766 130.0
1767 1767 226.0
1768 1768 216.0
1769 1769 362.0
1770 1770 971.0
1771 1771 241.0
1772 1772 908.0
1773 1773 593.0
1774 1774 677.0
1775 1775 312.0
1776 1776 129.0
1777 1777 125.0
1778 1778 619.0
1779 1779 43.0
1780 1780 321.0
1781 1781 969.0
1782 1782 939.0
1783 1783 82.0
1784 1784 622.0
1785 1785 499.0
1786 1786 958.0
1787 1787 673.0
1788 1788 316.0
1789 1789 341.0
1790 1790 990.0
1791 1791 242.0
1792 1792 544.0
1793 1793 898.0
1794 1794 520.0
1795 1795 763.0
1796 1796 327.0
1797 1797 651.0
1798 1798 341.0
1799 1799 895.0
1800 1800 365.0
1801 1801 312.0
1802 1802 136.0
1803 1803 274.0
1804 1804 257.0
1805 1805 814.0
1806 1806 586.0
1807 1807 386.0
1808 1808 939.0
1809 1809 557.0
1810 1810 429.0
1811 1811 612.0
1812 1812 526.0
1813 1813 720.0
1814 1814 695.0
1815 1815 500.0
1816 1816 219.0
1817 1817 5.0
1818 1818 173.0
1819 1819 536.0
1820 1820 698.0
1821 1821 163.0
1822 1822 130.0
1823 1823 242.0
1824 1824 414.0
1825 1825 650.0
1826 1826 357.0
1827 1827 93.0
1828 1828 653.0
1829 1829 698.0
1830 1830 989.0
1831 1831 19.0
1832 1832 362.0
1833 1833 125.0
1834 1834 293.0
1835 1835 619.0
1836 1836 291.0
1837 1837 231.0
1838 1838 6.0
1839 1839 230.0
1840 1840 788.0
1841 1841 435.0
1842 1842 195.0
1843 1843 666.0
1844 1844 508.0
1845 1845 242.0
1846 1846 166.0
1847 1847 727.0
1848 1848 247.0
1849 1849 691.0
1850 1850 615.0
1851 1851 298.0
1852 1852 206.0
1853 1853 97.0
1854 1854 540.0
1855 1855 620.0
1856 1856 100.0
1857 1857 250.0
1858 1858 714.0
1859 1859 753.0
1860 1860 948.0
1861 1861 55.0
1862 1862 772.0
1863 1863 311.0
1864 1864 180.0
1865 1865 417.0
1866 1866 930.0
1867 1867 824.0
1868 1868 648.0
1869 1869 288.0
1870 1870 54.0
1871 1871 788.0
1872 1872 76.0
1873 1873 601.0
1874 1874 806.0
1875 1875 584.0
1876 1876 195.0
1877 1877 972.0
1878 1878 663.0
1879 1879 443.0
1880 1880 15.0
1881 1881 279.0
1882 1882 741.0
1883 1883 222.0
1884 1884 728.0
1885 1885 633.0
1886 1886 842.0
1887 1887 828.0
1888 1888 883.0
1889 1889 908.0
1890 1890 582.0
1891 1891 184.0
1892 1892 963.0
1893 1893 706.0
1894 1894 847.0
1895 1895 496.0
1896 1896 124.0
1897 1897 777.0
1898 1898 320.0
1899 1899 124.0
1900 1900 418.0
1901 1901 726.0
1902 1902 265.0
1903 1903 494.0
1904 1904 680.0
1905 1905 71.0
1906 1906 430.0
1907 1907 875.0
1908 1908 396.0
1909 1909 93.0
1910 1910 670.0
1911 1911 411.0
1912 1912 372.0
1913 1913 763.0
1914 1914 633.0
1915 1915 101.0
1916 1916 749.0
1917 1917 828.0
1918 1918 281.0
1919 1919 984.0
1920 1920 736.0
1921 1921 215.0
1922 1922 168.0
1923 1923 52.0
1924 1924 922.0
1925 1925 15.0
1926 1926 900.0
1927 1927 398.0
1928 1928 145.0
1929 1929 572.0
1930 1930 874.0
1931 1931 563.0
1932 1932 650.0
1933 1933 491.0
1934 1934 409.0
1935 1935 330.0
1936 1936 563.0
1937 1937 839.0
1938 1938 558.0
1939 1939 311.0
1940 1940 932.0
1941 1941 228.0
1942 1942 74.0
1943 1943 657.0
1944 1944 344.0
1945 1945 708.0
1946 1946 110.0
1947 1947 93.0
1948 1948 888.0
1949 1949 391.0
1950 1950 77.0
1951 1951 976.0
1952 1952 959.0
1953 1953 246.0
1954 1954 380.0
1955 1955 881.0
1956 1956 613.0
1957 1957 280.0
1958 1958 631.0
1959 1959 758.0
1960 1960 204.0
1961 1961 505.0
1962 1962 673.0
1963 1963 207.0
1964 1964 997.0
1965 1965 434.0
1966 1966 537.0
1967 1967 912.0
1968 1968 625.0
1969 1969 447.0
1970 1970 575.0
1971 1971 558.0
1972 1972 28.0
1973 1973 649.0
1974 1974 567.0
1975 1975 372.0
1976 1976 709.0
1977 1977 677.0
1978 1978 465.0
1979 1979 597.0
1980 1980 420.0
1981 1981 542.0
1982 1982 574.0
1983 1983 731.0
1984 1984 140.0
1985 1985 954.0
1986 1986 612.0
1987 1987 754.0
1988 1988 587.0
1989 1989 595.0
1990 1990 864.0
1991 1991 143.0
1992 1992 453.0
1993 1993 890.0
1994 1994 350.0
1995 1995 802.0
1996 1996 324.0
1997 1997 240.0
1998 1998 66.0
1999 1999 950.0
2000 2000 366.0
2001 2001 370.0
2002 2002 905.0
2003 2003 925.0
2004 2004 948.0
2005 2005 476.0
2006 2006 599.0
2007 2007 259.0
2008 2008 87.0
2009 2009 328.0
2010 2010 49.0
2011 2011 707.0
2012 2012 295.0
2013 2013 992.0
2014 2014 971.0
2015 2015 81.0
2016 2016 17.0
2017 2017 805.0
2018 2018 465.0
2019 2019 72.0
2020 2020 785.0
2021 2021 483.0
2022 2022 428.0
2023 2023 773.0
2024 2024 467.0
2025 2025 980.0
2026 2026 718.0
2027 2027 758.0
2028 2028 627.0
2029 2029 204.0
2030 2030 112.0
2031 2031 993.0
2032 2032 926.0
2033 2033 17.0
2034 2034 918.0
2035 2035 874.0
2036 2036 494.0
2037 2037 869.0
2038 2038 133.0
2039 2039 581.0
2040 2040 550.0
2041 2041 534.0
2042 2042 640.0
2043 2043 845.0
2044 2044 526.0
2045 2045 963.0
2046 2046 926.0
2047 2047 895.0
2048 2048 769.0
2049 2049 744.0
2050 2050 967.0
2051 2051 906.0
2052 2052 227.0
2053 2053 747.0
2054 2054 679.0
2055 2055 47.0
2056 2056 727.0
2057 2057 749.0
2058 2058 805.0
2059 2059 354.0
2060 2060 953.0
2061 2061 917.0
2062 2062 699.0
2063 2063 231.0
2064 2064 286.0
2065 2065 970.0
2066 2066 105.0
2067 2067 780.0
2068 2068 839.0
2069 2069 590.0
2070 2070 713.0
2071 2071 741.0
2072 2072 476.0
2073 2073 353.0
2074 2074 586.0
2075 2075 3.0
2076 2076 317.0
2077 2077 865.0
2078 2078 250.0
2079 2079 86.0
2080 2080 961.0
2081 2081 218.0
2082 2082 344.0
2083 2083 540.0
2084 2084 317.0
2085 2085 24.0
2086 2086 587.0
2087 2087 45.0
2088 2088 125.0
2089 2089 744.0
2090 2090 751.0
2091 2091 79.0
2092 2092 661.0
2093 2093 803.0
2094 2094 310.0
2095 2095 300.0
2096 2096 773.0
2097 2097 768.0
2098 2098 80.0
2099 2099 964.0
2100 2100 710.0
2101 2101 794.0
2102 2102 706.0
2103 2103 187.0
2104 2104 147.0
2105 2105 644.0
2106 2106 542.0
2107 2107 816.0
2108 2108 861.0
2109 2109 792.0
2110 2110 254.0
2111 2111 822.0
2112 2112 10.0
2113 2113 599.0
2114 2114 715.0
2115 2115 680.0
2116 2116 975.0
2117 2117 302.0
2118 2118 725.0
2119 2119 100.0
2120 2120 399.0
2121 2121 828.0
2122 2122 531.0
2123 2123 412.0
2124 2124 631.0
2125 2125 194.0
2126 2126 712.0
2127 2127 756.0
2128 2128 314.0
2129 2129 793.0
2130 2130 721.0
2131 2131 24.0
2132 2132 939.0
2133 2133 779.0
2134 2134 563.0
2135 2135 438.0
2136 2136 423.0
2137 2137 105.0
2138 2138 255.0
2139 2139 637.0
2140 2140 898.0
2141 2141 861.0
2142 2142 811.0
2143 2143 260.0
2144 2144 460.0
2145 2145 526.0
2146 2146 940.0
2147 2147 787.0
2148 2148 181.0
2149 2149 17.0
2150 2150 888.0
2151 2151 580.0
2152 2152 846.0
2153 2153 771.0
2154 2154 992.0
2155 2155 829.0
2156 2156 965.0
2157 2157 705.0
2158 2158 586.0
2159 2159 279.0
2160 2160 850.0
2161 2161 307.0
2162 2162 656.0
2163 2163 789.0
2164 2164 438.0
2165 2165 219.0
2166 2166 227.0
2167 2167 861.0
2168 2168 325.0
2169 2169 834.0
2170 2170 498.0
2171 2171 223.0
2172 2172 696.0
2173 2173 662.0
2174 2174 483.0
2175 2175 508.0
2176 2176 188.0
2177 2177 776.0
2178 2178 296.0
2179 2179 369.0
2180 2180 793.0
2181 2181 536.0
2182 2182 301.0
2183 2183 639.0
2184 2184 307.0
2185 2185 294.0
2186 2186 821.0
2187 2187 273.0
2188 2188 351.0
2189 2189 407.0
2190 2190 904.0
2191 2191 553.0
2192 2192 66.0
2193 2193 560.0
2194 2194 342.0
2195 2195 504.0
2196 2196 132.0
2197 2197 921.0
2198 2198 717.0
2199 2199 457.0
2200 2200 756.0
2201 2201 568.0
2202 2202 32.0
2203 2203 804.0
2204 2204 230.0
2205 2205 867.0
2206 2206 312.0
2207 2207 770.0
2208 2208 643.0
2209 2209 608.0
2210 2210 140.0
2211 2211 437.0
2212 2212 496.0
2213 2213 441.0
2214 2214 428.0
2215 2215 804.0
2216 2216 87.0
2217 2217 249.0
2218 2218 429.0
2219 2219 790.0
2220 2220 656.0
2221 2221 333.0
2222 2222 343.0
2223 2223 74.0
2224 2224 246.0
2225 2225 37.0
2226 2226 930.0
2227 2227 378.0
2228 2228 311.0
2229 2229 0.0
2230 2230 187.0
2231 2231 419.0
2232 2232 568.0
2233 2233 219.0
2234 2234 223.0
2235 2235 150.0
2236 2236 86.0
2237 2237 535.0
2238 2238 920.0
2239 2239 82.0
2240 2240 496.0
2241 2241 412.0
2242 2242 519.0
2243 2243 992.0
2244 2244 206.0
2245 2245 947.0
2246 2246 796.0
2247 2247 645.0
2248 2248 197.0
2249 2249 577.0
2250 2250 436.0
2251 2251 205.0
2252 2252 911.0
2253 2253 131.0
2254 2254 632.0
2255 2255 509.0
2256 2256 521.0
2257 2257 562.0
2258 2258 239.0
2259 2259 832.0
2260 2260 562.0
2261 2261 426.0
2262 2262 251.0
2263 2263 482.0
2264 2264 997.0
2265 2265 826.0
2266 2266 632.0
2267 2267 435.0
2268 2268 361.0
2269 2269 905.0
2270 2270 517.0
2271 2271 209.0
2272 2272 317.0
2273 2273 36.0
2274 2274 202.0
2275 2275 523.0
2276 2276 984.0
2277 2277 350.0
2278 2278 169.0
2279 2279 533.0
2280 2280 280.0
2281 2281 957.0
2282 2282 90.0
2283 2283 191.0
2284 2284 88.0
2285 2285 722.0
2286 2286 52.0
2287 2287 961.0
2288 2288 285.0
2289 2289 291.0
2290 2290 145.0
2291 2291 199.0
2292 2292 69.0
2293 2293 396.0
2294 2294 682.0
2295 2295 418.0
2296 2296 222.0
2297 2297 666.0
2298 2298 853.0
2299 2299 936.0
2300 2300 571.0
2301 2301 371.0
2302 2302 497.0
2303 2303 241.0
2304 2304 759.0
2305 2305 51.0
2306 2306 764.0
2307 2307 95.0
2308 2308 754.0
2309 2309 285.0
2310 2310 628.0
2311 2311 34.0
2312 2312 242.0
2313 2313 719.0
2314 2314 577.0
2315 2315 683.0
2316 2316 793.0
2317 2317 629.0
2318 2318 996.0
2319 2319 430.0
2320 2320 272.0
2321 2321 142.0
2322 2322 630.0
2323 2323 693.0
2324 2324 890.0
2325 2325 664.0
2326 2326 111.0
2327 2327 465.0
2328 2328 682.0
2329 2329 964.0
2330 2330 401.0
2331 2331 254.0
2332 2332 687.0
2333 2333 250.0
2334 2334 847.0
2335 2335 447.0
2336 2336 302.0
2337 2337 611.0
2338 2338 542.0
2339 2339 56.0
2340 2340 249.0
2341 2341 523.0
2342 2342 90.0
2343 2343 843.0
2344 2344 594.0
2345 2345 667.0
2346 2346 878.0
2347 2347 387.0
2348 2348 648.0
2349 2349 875.0
2350 2350 818.0
2351 2351 920.0
2352 2352 17.0
2353 2353 448.0
2354 2354 613.0
2355 2355 259.0
2356 2356 464.0
2357 2357 76.0
2358 2358 724.0
2359 2359 146.0
2360 2360 40.0
2361 2361 477.0
2362 2362 752.0
2363 2363 728.0
2364 2364 728.0
2365 2365 599.0
2366 2366 527.0
2367 2367 30.0
2368 2368 563.0
2369 2369 69.0
2370 2370 438.0
2371 2371 812.0
2372 2372 592.0
2373 2373 528.0
2374 2374 7.0
2375 2375 538.0
2376 2376 547.0
2377 2377 886.0
2378 2378 926.0
2379 2379 547.0
2380 2380 113.0
2381 2381 744.0
2382 2382 467.0
2383 2383 130.0
2384 2384 544.0
2385 2385 432.0
2386 2386 741.0
2387 2387 8.0
2388 2388 508.0
2389 2389 466.0
2390 2390 154.0
2391 2391 900.0
2392 2392 943.0
2393 2393 259.0
2394 2394 980.0
2395 2395 671.0
2396 2396 858.0
2397 2397 507.0
2398 2398 53.0
2399 2399 773.0
2400 2400 929.0
2401 2401 843.0
2402 2402 937.0
2403 2403 873.0
2404 2404 723.0
2405 2405 945.0
2406 2406 412.0
2407 2407 270.0
2408 2408 831.0
2409 2409 338.0
2410 2410 817.0
2411 2411 944.0
2412 2412 82.0
2413 2413 636.0
2414 2414 426.0
2415 2415 626.0
2416 2416 420.0
2417 2417 519.0
2418 2418 986.0
2419 2419 280.0
2420 2420 985.0
2421 2421 492.0
2422 2422 181.0
2423 2423 929.0
2424 2424 751.0
2425 2425 513.0
2426 2426 952.0
2427 2427 962.0
2428 2428 21.0
2429 2429 358.0
2430 2430 735.0
2431 2431 950.0
2432 2432 201.0
2433 2433 25.0
2434 2434 823.0
2435 2435 925.0
2436 2436 970.0
2437 2437 235.0
2438 2438 547.0
2439 2439 153.0
2440 2440 573.0
2441 2441 717.0
2442 2442 449.0
2443 2443 7.0
2444 2444 353.0
2445 2445 227.0
2446 2446 985.0
2447 2447 126.0
2448 2448 746.0
2449 2449 971.0
2450 2450 406.0
2451 2451 732.0
2452 2452 816.0
2453 2453 939.0
2454 2454 13.0
2455 2455 919.0
2456 2456 453.0
2457 2457 317.0
2458 2458 881.0
2459 2459 826.0
2460 2460 27.0
2461 2461 969.0
2462 2462 776.0
2463 2463 581.0
2464 2464 994.0
2465 2465 951.0
2466 2466 858.0
2467 2467 316.0
2468 2468 539.0
2469 2469 405.0
2470 2470 469.0
2471 2471 464.0
2472 2472 474.0
2473 2473 918.0
2474 2474 472.0
2475 2475 180.0
2476 2476 497.0
2477 2477 809.0
2478 2478 306.0
2479 2479 243.0
2480 2480 133.0
2481 2481 64.0
2482 2482 975.0
2483 2483 949.0
2484 2484 4.0
2485 2485 340.0
2486 2486 868.0
2487 2487 809.0
2488 2488 10.0
2489 2489 102.0
2490 2490 635.0
2491 2491 37.0
2492 2492 423.0
2493 2493 763.0
2494 2494 618.0
2495 2495 769.0
2496 2496 714.0
2497 2497 476.0
2498 2498 85.0
2499 2499 605.0
2500 2500 234.0
2501 2501 906.0
2502 2502 70.0
2503 2503 708.0
2504 2504 176.0
2505 2505 542.0
2506 2506 888.0
2507 2507 673.0
2508 2508 351.0
2509 2509 546.0
2510 2510 916.0
2511 2511 484.0
2512 2512 611.0
2513 2513 244.0
2514 2514 785.0
2515 2515 967.0
2516 2516 584.0
2517 2517 6.0
2518 2518 776.0
2519 2519 946.0
2520 2520 108.0
2521 2521 763.0
2522 2522 984.0
2523 2523 883.0
2524 2524 526.0
2525 2525 954.0
2526 2526 652.0
2527 2527 592.0
2528 2528 431.0
2529 2529 89.0
2530 2530 198.0
2531 2531 17.0
2532 2532 995.0
2533 2533 268.0
2534 2534 77.0
2535 2535 171.0
2536 2536 162.0
2537 2537 318.0
2538 2538 844.0
2539 2539 865.0
2540 2540 864.0
2541 2541 112.0
2542 2542 702.0
2543 2543 827.0
2544 2544 356.0
2545 2545 487.0
2546 2546 794.0
2547 2547 293.0
2548 2548 493.0
2549 2549 922.0
2550 2550 239.0
2551 2551 953.0
2552 2552 685.0
2553 2553 575.0
2554 2554 836.0
2555 2555 563.0
2556 2556 530.0
2557 2557 840.0
2558 2558 508.0
2559 2559 961.0
2560 2560 929.0
2561 2561 58.0
2562 2562 330.0
2563 2563 276.0
2564 2564 326.0
2565 2565 407.0
2566 2566 447.0
2567 2567 840.0
2568 2568 725.0
2569 2569 643.0
2570 2570 57.0
2571 2571 942.0
2572 2572 756.0
2573 2573 759.0
2574 2574 769.0
2575 2575 464.0
2576 2576 599.0
2577 2577 564.0
2578 2578 757.0
2579 2579 444.0
2580 2580 486.0
2581 2581 349.0
2582 2582 398.0
2583 2583 524.0
2584 2584 924.0
2585 2585 586.0
2586 2586 87.0
2587 2587 454.0
2588 2588 779.0
2589 2589 595.0
2590 2590 767.0
2591 2591 708.0
2592 2592 653.0
2593 2593 97.0
2594 2594 337.0
2595 2595 331.0
2596 2596 857.0
2597 2597 784.0
2598 2598 523.0
2599 2599 582.0
2600 2600 780.0
2601 2601 581.0
2602 2602 524.0
2603 2603 536.0
2604 2604 340.0
2605 2605 294.0
2606 2606 0.0
2607 2607 939.0
2608 2608 210.0
2609 2609 110.0
2610 2610 736.0
2611 2611 696.0
2612 2612 459.0
2613 2613 134.0
2614 2614 220.0
2615 2615 383.0
2616 2616 72.0
2617 2617 660.0
2618 2618 190.0
2619 2619 851.0
2620 2620 255.0
2621 2621 957.0
2622 2622 912.0
2623 2623 261.0
2624 2624 407.0
2625 2625 249.0
2626 2626 592.0
2627 2627 264.0
2628 2628 385.0
2629 2629 116.0
2630 2630 198.0
2631 2631 165.0
2632 2632 49.0
2633 2633 75.0
2634 2634 53.0
2635 2635 389.0
2636 2636 369.0
2637 2637 406.0
2638 2638 681.0
2639 2639 931.0
2640 2640 516.0
2641 2641 417.0
2642 2642 979.0
2643 2643 327.0
2644 2644 903.0
2645 2645 200.0
2646 2646 62.0
2647 2647 327.0
2648 2648 212.0
2649 2649 252.0
2650 2650 531.0
2651 2651 467.0
2652 2652 210.0
2653 2653 795.0
2654 2654 80.0
2655 2655 969.0
2656 2656 396.0
2657 2657 673.0
2658 2658 233.0
2659 2659 781.0
2660 2660 141.0
2661 2661 431.0
2662 2662 299.0
2663 2663 190.0
2664 2664 506.0
2665 2665 704.0
2666 2666 931.0
2667 2667 227.0
2668 2668 110.0
2669 2669 964.0
2670 2670 158.0
2671 2671 626.0
2672 2672 381.0
2673 2673 138.0
2674 2674 305.0
2675 2675 284.0
2676 2676 690.0
2677 2677 368.0
2678 2678 964.0
2679 2679 902.0
2680 2680 620.0
2681 2681 495.0
2682 2682 721.0
2683 2683 182.0
2684 2684 290.0
2685 2685 802.0
2686 2686 151.0
2687 2687 686.0
2688 2688 827.0
2689 2689 384.0
2690 2690 467.0
2691 2691 320.0
2692 2692 168.0
2693 2693 118.0
2694 2694 862.0
2695 2695 674.0
2696 2696 823.0
2697 2697 793.0
2698 2698 254.0
2699 2699 933.0
2700 2700 758.0
2701 2701 764.0
2702 2702 912.0
2703 2703 491.0
2704 2704 254.0
2705 2705 217.0
2706 2706 128.0
2707 2707 944.0
2708 2708 937.0
2709 2709 92.0
2710 2710 198.0
2711 2711 558.0
2712 2712 587.0
2713 2713 272.0
2714 2714 92.0
2715 2715 877.0
2716 2716 426.0
2717 2717 596.0
2718 2718 563.0
2719 2719 253.0
2720 2720 332.0
2721 2721 382.0
2722 2722 925.0
2723 2723 500.0
2724 2724 853.0
2725 2725 787.0
2726 2726 527.0
2727 2727 676.0
2728 2728 932.0
2729 2729 781.0
2730 2730 961.0
2731 2731 690.0
2732 2732 897.0
2733 2733 225.0
2734 2734 534.0
2735 2735 152.0
2736 2736 443.0
2737 2737 662.0
2738 2738 448.0
2739 2739 732.0
2740 2740 106.0
2741 2741 647.0
2742 2742 290.0
2743 2743 693.0
2744 2744 271.0
2745 2745 735.0
2746 2746 922.0
2747 2747 697.0
2748 2748 331.0
2749 2749 837.0
2750 2750 950.0
2751 2751 663.0
2752 2752 571.0
2753 2753 227.0
2754 2754 164.0
2755 2755 424.0
2756 2756 14.0
2757 2757 43.0
2758 2758 452.0
2759 2759 946.0
2760 2760 176.0
2761 2761 766.0
2762 2762 989.0
2763 2763 73.0
2764 2764 991.0
2765 2765 875.0
2766 2766 225.0
2767 2767 786.0
2768 2768 537.0
2769 2769 674.0
2770 2770 519.0
2771 2771 643.0
2772 2772 673.0
2773 2773 161.0
2774 2774 688.0
2775 2775 944.0
2776 2776 896.0
2777 2777 962.0
2778 2778 641.0
2779 2779 579.0
2780 2780 151.0
2781 2781 943.0
2782 2782 243.0
2783 2783 722.0
2784 2784 170.0
2785 2785 759.0
2786 2786 499.0
2787 2787 536.0
2788 2788 802.0
2789 2789 303.0
2790 2790 482.0
2791 2791 330.0
2792 2792 69.0
2793 2793 823.0
2794 2794 403.0
2795 2795 61.0
2796 2796 698.0
2797 2797 981.0
2798 2798 199.0
2799 2799 587.0
2800 2800 655.0
2801 2801 718.0
2802 2802 582.0
2803 2803 680.0
2804 2804 880.0
2805 2805 622.0
2806 2806 624.0
2807 2807 128.0
2808 2808 584.0
2809 2809 617.0
2810 2810 708.0
2811 2811 735.0
2812 2812 560.0
2813 2813 303.0
2814 2814 458.0
2815 2815 82.0
2816 2816 62.0
2817 2817 309.0
2818 2818 618.0
2819 2819 216.0
2820 2820 612.0
2821 2821 452.0
2822 2822 546.0
2823 2823 682.0
2824 2824 628.0
2825 2825 301.0
2826 2826 95.0
2827 2827 326.0
2828 2828 282.0
2829 2829 294.0
2830 2830 266.0
2831 2831 289.0
2832 2832 13.0
2833 2833 848.0
2834 2834 321.0
2835 2835 245.0
2836 2836 471.0
2837 2837 945.0
2838 2838 725.0
2839 2839 407.0
2840 2840 914.0
2841 2841 433.0
2842 2842 143.0
2843 2843 474.0
2844 2844 88.0
2845 2845 953.0
2846 2846 908.0
2847 2847 150.0
2848 2848 614.0
2849 2849 878.0
2850 2850 718.0
2851 2851 226.0
2852 2852 331.0
2853 2853 616.0
2854 2854 260.0
2855 2855 311.0
2856 2856 918.0
2857 2857 355.0
2858 2858 989.0
2859 2859 552.0
2860 2860 2.0
2861 2861 255.0
2862 2862 194.0
2863 2863 367.0
2864 2864 456.0
2865 2865 515.0
2866 2866 612.0
2867 2867 927.0
2868 2868 813.0
2869 2869 337.0
2870 2870 686.0
2871 2871 727.0
2872 2872 123.0
2873 2873 829.0
2874 2874 554.0
2875 2875 211.0
2876 2876 134.0
2877 2877 462.0
2878 2878 714.0
2879 2879 748.0
2880 2880 693.0
2881 2881 784.0
2882 2882 327.0
2883 2883 376.0
2884 2884 401.0
2885 2885 587.0
2886 2886 687.0
2887 2887 671.0
2888 2888 943.0
2889 2889 676.0
2890 2890 575.0
2891 2891 945.0
2892 2892 932.0
2893 2893 769.0
2894 2894 312.0
2895 2895 388.0
2896 2896 285.0
2897 2897 276.0
2898 2898 667.0
2899 2899 98.0
2900 2900 965.0
2901 2901 353.0
2902 2902 177.0
2903 2903 440.0
2904 2904 535.0
2905 2905 731.0
2906 2906 4.0
2907 2907 669.0
2908 2908 194.0
2909 2909 70.0
2910 2910 770.0
2911 2911 239.0
2912 2912 854.0
2913 2913 97.0
2914 2914 615.0
2915 2915 607.0
2916 2916 684.0
2917 2917 302.0
2918 2918 278.0
2919 2919 979.0
2920 2920 978.0
2921 2921 206.0
2922 2922 276.0
2923 2923 262.0
2924 2924 975.0
2925 2925 940.0
2926 2926 2.0
2927 2927 612.0
2928 2928 568.0
2929 2929 21.0
2930 2930 62.0
2931 2931 534.0
2932 2932 727.0
2933 2933 240.0
2934 2934 326.0
2935 2935 262.0
2936 2936 971.0
2937 2937 330.0
2938 2938 283.0
2939 2939 517.0
2940 2940 400.0
2941 2941 53.0
2942 2942 756.0
2943 2943 607.0
2944 2944 502.0
2945 2945 371.0
2946 2946 214.0
2947 2947 539.0
2948 2948 673.0
2949 2949 845.0
2950 2950 518.0
2951 2951 4.0
2952 2952 51.0
2953 2953 147.0
2954 2954 266.0
2955 2955 26.0
2956 2956 87.0
2957 2957 621.0
2958 2958 991.0
2959 2959 656.0
2960 2960 642.0
2961 2961 53.0
2962 2962 542.0
2963 2963 369.0
2964 2964 293.0
2965 2965 868.0
2966 2966 983.0
2967 2967 265.0
2968 2968 551.0
2969 2969 267.0
2970 2970 782.0
2971 2971 951.0
2972 2972 672.0
2973 2973 539.0
2974 2974 910.0
2975 2975 527.0
2976 2976 262.0
2977 2977 125.0
2978 2978 66.0
2979 2979 936.0
2980 2980 970.0
2981 2981 936.0
2982 2982 292.0
2983 2983 373.0
2984 2984 83.0
2985 2985 910.0
2986 2986 751.0
2987 2987 523.0
2988 2988 531.0
2989 2989 742.0
2990 2990 531.0
2991 2991 526.0
2992 2992 796.0
2993 2993 425.0
2994 2994 247.0
2995 2995 89.0
2996 2996 645.0
